QueryId	SubjectId	Identity(%)	Length	Mismatches	Gap_opens	Q_Start	Q_End	S_Start	S_End	Evalue	BitScore	Genome	Strand	Gene	G_upstream	G_downstream	S_Center	RM	ID
TpSSSP	CM000642_1	100	14	0	0	23	36	938223	938210	2.1	28.2	Thalassiosira_pseudonana_ASM14940v2	-	CM000642_1:938223-938210	gene-THAPSDRAFT_5334	gene-THAPSDRAFT_5335	938216.5	F	302
PmSSSP	CM000642_1	100	13	0	0	3	15	1006458	1006470	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	CM000642_1:1006458-1006470	gene-THAPSDRAFT_22703	gene-THAPSDRAFT_268889	1006464	F	303
FcSSSP	CM000642_1	100	13	0	0	22	34	1092845	1092857	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	CM000642_1:1092845-1092857	gene-THAPSDRAFT_22721	gene-THAPSDRAFT_262512	1092851	F	304
PtSSSP	CM000643_1	100	13	0	0	12	24	676898	676886	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_262803	gene-THAPSDRAFT_23064	gene-THAPSDRAFT_35107	676892	F	305
PtSSSP	CM000643_1	100	13	0	0	2	14	1154002	1154014	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	CM000643_1:1154002-1154014	gene-THAPSDRAFT_23150	gene-THAPSDRAFT_23152	1154008	F	306
PtSSSP	CM000643_1	90.476	21	2	0	7	27	1356182	1356202	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_23201	gene-THAPSDRAFT_41117	gene-THAPSDRAFT_6348	1356192	F	307
FcTHIC	CM000643_1	100	14	0	0	17	30	1428047	1428060	2.1	28.2	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_6376	gene-THAPSDRAFT_6375	gene-THAPSDRAFT_34629	1428053.5	F	308
TpTHI1	CM000643_1	100	14	0	0	21	34	1475806	1475819	2	28.2	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_269151	gene-THAPSDRAFT_18434	gene-THAPSDRAFT_6398	1475812.5	F	309
TpSSSP	CM000643_1	100	13	0	0	7	19	1493841	1493853	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_23224	gene-THAPSDRAFT_6402	gene-THAPSDRAFT_6404	1493847	F	310
PtTHIC	CM000643_1	100	13	0	0	2	14	1575844	1575856	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_6441	gene-THAPSDRAFT_41166	gene-THAPSDRAFT_6442	1575850	F	311
PtTHIC	CM000643_1	100	13	0	0	12	24	1745983	1745995	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_23279	gene-THAPSDRAFT_263012	gene-THAPSDRAFT_6504	1745989	F	312
PtSSSP	CM000643_1	100	13	0	0	23	35	1967508	1967520	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_6589	gene-THAPSDRAFT_263033	gene-THAPSDRAFT_263034	1967514	F	313
FcTHIC	CM000644_1	100	14	0	0	5	18	60006	60019	2.1	28.2	Thalassiosira_pseudonana_ASM14940v2	+	CM000644_1:60006-60019	gene-THAPSDRAFT_23657	gene-THAPSDRAFT_23658	60012.5	F	314
PmSSSP	CM000644_1	90.909	22	2	0	6	27	592130	592151	2.1	28.2	Thalassiosira_pseudonana_ASM14940v2	+	CM000644_1:592130-592151	gene-THAPSDRAFT_7576	gene-THAPSDRAFT_35932	592140.5	F	315
FcTHIC	CM000644_1	94.118	17	1	0	11	27	592135	592151	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	CM000644_1:592135-592151	gene-THAPSDRAFT_7576	gene-THAPSDRAFT_35932	592143	F	316
PtTHIC	CM000644_1	100	13	0	0	2	14	705719	705731	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_35933	gene-THAPSDRAFT_7623	gene-THAPSDRAFT_23784	705725	F	317
TpSSSP	CM000644_1	100	13	0	0	10	22	745167	745155	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_23786	gene-THAPSDRAFT_7633	gene-THAPSDRAFT_29183	745161	F	318
TpSSSP	CM000644_1	100	13	0	0	16	28	992508	992520	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_23836	gene-THAPSDRAFT_23835	gene-THAPSDRAFT_7734	992514	F	319
TpTHI1	CM000645_1	100	35	0	0	1	35	819590	819624	5.99e-13	69.9	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_41733	gene-THAPSDRAFT_16511	gene-THAPSDRAFT_8119	819607	F	320
FcSSSP	CM000645_1	94.118	17	1	0	1	17	831988	832004	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_24035	gene-THAPSDRAFT_24034	gene-THAPSDRAFT_24037	831996	F	321
FcTHIC	CM000645_1	100	13	0	0	7	19	848166	848154	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_8130	gene-THAPSDRAFT_8129	gene-THAPSDRAFT_24039	848160	F	322
PtTHIC	CM000645_1	100	13	0	0	3	15	875645	875657	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_8140	gene-THAPSDRAFT_269448	gene-THAPSDRAFT_24044	875651	F	323
FcSSSP	CM000645_1	94.118	17	1	0	3	19	888497	888481	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_8145	gene-THAPSDRAFT_8144	gene-THAPSDRAFT_24046	888489	F	324
TpTHI1	CM000645_1	100	13	0	0	5	17	1041059	1041047	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	CM000645_1:1041059-1041047	gene-THAPSDRAFT_8190	gene-THAPSDRAFT_263598	1041053	F	325
PtSSSP	CM000646_1	100	14	0	0	6	19	137883	137896	2.1	28.2	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_24108	gene-THAPSDRAFT_36454	gene-THAPSDRAFT_24109	137889.5	F	326
TpSSSP	CM000646_1	100	13	0	0	18	30	166337	166349	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_24115	gene-THAPSDRAFT_24114	gene-THAPSDRAFT_17956	166343	F	327
FcSSSP	CM000646_1	100	13	0	0	11	23	1018555	1018567	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_24250	gene-THAPSDRAFT_8587	gene-THAPSDRAFT_263734	1018561	F	328
PmSSSP	CM000647_1	94.118	17	1	0	5	21	491801	491817	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	CM000647_1:491801-491817	gene-THAPSDRAFT_9087	gene-THAPSDRAFT_20223	491809	F	329
TpSSSP	CM000647_1	100	17	0	0	3	19	895963	895979	0.035	34.2	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_9222	gene-THAPSDRAFT_9221	gene-THAPSDRAFT_36929	895971	F	330
PtSSSP	CM000648_1	94.118	17	1	0	11	27	123108	123124	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_24591	gene-THAPSDRAFT_723	gene-THAPSDRAFT_24592	123116	F	331
TpTHI1	CM000648_1	94.118	17	1	0	5	21	181547	181531	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_24602	gene-THAPSDRAFT_9342	gene-THAPSDRAFT_9345	181539	F	332
PtTHIC	CM000648_1	100	13	0	0	3	15	307340	307328	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_24626	gene-THAPSDRAFT_9391	gene-THAPSDRAFT_9393	307334	F	333
PtSSSP	CM000648_1	100	13	0	0	1	13	464283	464295	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	CM000648_1:464283-464295	gene-THAPSDRAFT_264005	gene-THAPSDRAFT_24655	464289	F	334
PtTHIC	CM000648_1	100	14	0	0	3	16	505860	505847	2	28.2	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_9472	gene-THAPSDRAFT_9471	gene-THAPSDRAFT_24665	505853.5	F	335
TpTHI1	CM000648_1	100	14	0	0	4	17	529179	529192	2	28.2	Thalassiosira_pseudonana_ASM14940v2	+	CM000648_1:529179-529192	gene-THAPSDRAFT_37041	gene-THAPSDRAFT_24668	529185.5	F	336
TpSSSP	CM000648_1	100	14	0	0	22	35	786765	786752	2.1	28.2	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_24704	gene-THAPSDRAFT_37137	gene-THAPSDRAFT_9566	786758.5	F	337
TpSSSP	CM000649_1	100	13	0	0	4	16	695835	695847	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_269780	gene-THAPSDRAFT_269779	gene-THAPSDRAFT_37430	695841	F	338
FcSSSP	CM000650_1	100	13	0	0	3	15	129342	129330	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_10055	gene-THAPSDRAFT_264269	gene-THAPSDRAFT_37607	129336	F	339
TpTHI1	CM000650_1	100	14	0	0	16	29	913961	913948	2	28.2	Thalassiosira_pseudonana_ASM14940v2	-	CM000650_1:913961-913948	gene-THAPSDRAFT_264350	gene-THAPSDRAFT_269858	913954.5	F	340
TpSSSP	CM000651_1	100	14	0	0	9	22	314232	314219	2.1	28.2	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_37962	gene-THAPSDRAFT_37995	gene-THAPSDRAFT_10647	314225.5	F	341
PtTHIC	CM000651_1	100	13	0	0	12	24	424166	424178	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_269917	gene-THAPSDRAFT_10690	gene-THAPSDRAFT_10693	424172	F	342
PtTHIC	CM000651_1	94.118	17	1	0	11	27	498035	498019	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	CM000651_1:498035-498019	gene-THAPSDRAFT_10714	gene-THAPSDRAFT_10715	498027	F	343
FcTHIC	CM000653_1	100	13	0	0	24	36	5842	5854	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	CM000653_1:5842-5854	gene-THAPSDRAFT_264748	gene-THAPSDRAFT_264751	5848	F	344
FcTHIC	CM000653_1	100	13	0	0	24	36	9526	9514	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	-	CM000653_1:9526-9514	gene-THAPSDRAFT_264748	gene-THAPSDRAFT_264751	9520	F	345
PtTHIC	CM000653_1	100	13	0	0	15	27	156464	156476	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_38575	gene-THAPSDRAFT_11695	gene-THAPSDRAFT_11697	156470	F	346
TpSSSP	CM000653_1	100	13	0	0	18	30	966533	966545	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_25795	gene-THAPSDRAFT_11941	gene-THAPSDRAFT_11943	966539	F	347
FcSSSP	CM000653_1	94.118	17	1	0	19	35	1036152	1036168	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_11966	gene-THAPSDRAFT_11965	gene-THAPSDRAFT_25807	1036160	F	348
TpTHI1	CM000654_1	100	13	0	0	12	24	63426	63438	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	CM000654_1:63426-63438	gene-THAPSDRAFT_11988	gene-THAPSDRAFT_270116	63432	F	349
FcSSSP	CM000655_1	100	13	0	0	15	27	94960	94948	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_12149	gene-THAPSDRAFT_12147	gene-THAPSDRAFT_38924	94954	F	350
TpSSSP	CM000655_1	100	13	0	0	7	19	191494	191506	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	CM000655_1:191494-191506	gene-THAPSDRAFT_12182	gene-THAPSDRAFT_12183	191500	F	351
FcSSSP	CP001141_1	100	14	0	0	8	21	703611	703624	1.7	28.2	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATR_46884	gene-PHATR_46882	gene-PHATR_36940	703617.5	F	352
TpTHI1	CP001142_1	100	14	0	0	9	22	18178	18191	1.7	28.2	Phaeodactylum_tricornutum_ASM15095v2	+	CP001142_1:18178-18191	gene-PHATR_4234	gene-PHATR_33087	18184.5	F	353
TpSSSP	CP001142_1	100	13	0	0	24	36	320080	320068	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATR_43885	gene-PHATR_43884	gene-PHATR_43886	320074	F	354
PtTHIC	CP001142_1	100	13	0	0	16	28	399510	399498	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	CP001142_1:399510-399498	gene-PHATR_6974	gene-PHATR_18516	399504	F	355
TpTHI1	CP001142_1	100	13	0	0	10	22	452928	452916	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATR_33260	gene-PHATR_18533	gene-PHATR_10458	452922	F	356
FcSSSP	CP001142_1	100	13	0	0	3	15	811406	811394	6.8	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATR_44049	gene-PHATR_33402	gene-PHATR_7646	811400	F	357
PtTHIC	CP001159_1	100	13	0	0	1	13	343464	343476	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	CP001159_1:343464-343476	gene-THAPS_20268	gene-THAPS_10871	343470	F	358
TpSSSP	CP001159_1	100	15	0	0	3	17	447782	447796	0.54	30.2	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPS_10919	gene-THAPS_10918	gene-THAPS_38164	447789	F	359
PtTHIC	CP001159_1	100	13	0	0	3	15	462184	462172	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	CP001159_1:462184-462172	gene-THAPS_269948	gene-THAPS_264523	462178	F	360
FcSSSP	CP001160_1	100	13	0	0	6	18	226593	226581	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPS_6683	gene-THAPS_35373	gene-THAPS_6684	226587	F	361
FcSSSP	CP001160_1	100	13	0	0	14	26	519275	519287	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPS_6796	gene-THAPS_23394	gene-THAPS_6797	519281	F	362
TpSSSP	CP001160_1	100	16	0	0	8	23	1205285	1205270	0.14	32.2	Thalassiosira_pseudonana_ASM14940v2	-	CP001160_1:1205285-1205270	gene-THAPS_7076	gene-THAPS_263215	1205277.5	F	363
PtTHIC	CP001160_1	100	15	0	0	19	33	1922780	1922766	0.52	30.2	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPS_269314	gene-THAPS_7322	gene-THAPS_263321	1922773	F	364
TpTHI1	CP001160_1	100	13	0	0	11	23	1927157	1927145	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	CP001160_1:1927157-1927145	gene-THAPS_263321	gene-THAPS_7325	1927151	F	365
TpSSSP	DS999261_1	100	13	0	0	5	17	11423	11411	7.2	26.3	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_bd1566	gene-PHATRDRAFT_bd1152	gene-PHATRDRAFT_bd1155	11417	F	366
PtTHIC	DS999283_1	100	14	0	0	12	25	46071	46084	1.7	28.2	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_bd1650	gene-PHATRDRAFT_bd1311	gene-PHATRDRAFT_bd1313	46077.5	F	367
FcTHIC	DS999415_1	100	13	0	0	24	36	738847	738835	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	-	DS999415_1:738847-738835	gene-THAPSDRAFT_8872	gene-THAPSDRAFT_263826	738841	F	368
FcTHIC	DS999415_1	100	13	0	0	24	36	756159	756171	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	DS999415_1:756159-756171	gene-THAPSDRAFT_263827	gene-THAPSDRAFT_8879	756165	F	369
FcTHIC	DS999415_1	100	13	0	0	24	36	759843	759831	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_8879	gene-THAPSDRAFT_263827	gene-THAPSDRAFT_8880	759837	F	370
FcSSSP	DS999417_1	100	13	0	0	8	20	15924	15912	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_10325	gene-THAPSDRAFT_25092	gene-THAPSDRAFT_25093	15918	F	371
PtTHIC	DS999417_1	100	13	0	0	3	15	39306	39318	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_10331	gene-THAPSDRAFT_25096	gene-THAPSDRAFT_25097	39312	F	372
PtSSSP	DS999417_1	100	13	0	0	14	26	345326	345314	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	-	DS999417_1:345326-345314	gene-THAPSDRAFT_269871	gene-THAPSDRAFT_25147	345320	F	373
FcSSSP	DS999419_1	100	13	0	0	23	35	129293	129281	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	DS999419_1:129293-129281	gene-THAPSDRAFT_11097	gene-THAPSDRAFT_11098	129287	F	374
PtTHIC	DS999419_1	94.118	17	1	0	11	27	447817	447833	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	DS999419_1:447817-447833	gene-THAPSDRAFT_11208	gene-THAPSDRAFT_11209	447825	F	375
FcSSSP	DS999421_1	100	13	0	0	14	26	79421	79433	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_270000	gene-THAPSDRAFT_11338	gene-THAPSDRAFT_25535	79427	F	376
TpSSSP	DS999427_1	100	14	0	0	7	20	2296	2283	2.1	28.2	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_bd651	gene-THAPSDRAFT_bd650	gene-THAPSDRAFT_bd1757	2289.5	F	377
FcTHIC	DS999433_1	100	13	0	0	18	30	3094	3106	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_bd1811	gene-THAPSDRAFT_bd760	gene-THAPSDRAFT_bd764	3100	F	378
PtTHIC	DS999438_1	94.118	17	1	0	11	27	9126	9110	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	DS999438_1:9126-9110	gene-THAPSDRAFT_bd828	gene-THAPSDRAFT_bd1842	9118	F	379
TpTHI1	DS999441_1	100	13	0	0	22	34	34087	34099	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_bd446	gene-THAPSDRAFT_bd875	gene-THAPSDRAFT_bd153	34093	F	380
TpSSSP	DS999444_1	100	13	0	0	8	20	47738	47726	8.5	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_bd1879	gene-THAPSDRAFT_bd1878	gene-THAPSDRAFT_bd917	47732	F	381
TpTHI1	DS999454_1	100	13	0	0	5	17	39560	39548	8.1	26.3	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_bd1092	gene-THAPSDRAFT_bd1091	gene-THAPSDRAFT_bd1094	39554	F	382
FcSSSP	GU323224_1	100	14	0	0	7	20	74835	74822	5.5	28.2	Thalassiosira_oceanica_ThaOc_1.0	-	gene-rnl	gene-trnA	gene-rrn5	74828.5	F	383
PmSSSP	GU323224_1	94.737	19	1	0	3	21	137249	137267	1.5	30.2	Thalassiosira_oceanica_ThaOc_1.0	+	gene-rnl'	gene-rrn5'	gene-trnA'	137258	F	384
FcTHIC	JAACPG010000003_1	94.118	17	1	0	6	22	205	221	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000003_1:205-221			213	F	385
FcSSSP	JAACPG010000055_1	100	14	0	0	16	29	1293	1280	1.4	28.2	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000055_1:1293-1280			1286.5	F	386
TpSSSP	JAACPG010000072_1	100	14	0	0	22	35	4338	4351	1.5	28.2	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000072_1:4338-4351			4344.5	F	387
TpSSSP	JAACPG010000115_1	94.118	17	1	0	2	18	342	326	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000115_1:342-326			334	F	388
FcSSSP	JAACPG010000176_1	100	13	0	0	11	23	814	826	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000176_1:814-826			820	F	389
PtSSSP	JAACPG010000187_1	100	14	0	0	15	28	2241	2228	1.5	28.2	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000187_1:2241-2228			2234.5	F	390
FcSSSP	JAACPG010000227_1	100	13	0	0	4	16	1550	1562	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000227_1:1550-1562			1556	F	391
PtTHIC	JAACPG010000240_1	100	13	0	0	8	20	2806	2794	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000240_1:2806-2794			2800	F	392
FcSSSP	JAACPG010000275_1	100	13	0	0	21	33	2018	2006	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000275_1:2018-2006			2012	F	393
FcSSSP	JAACPG010000293_1	100	13	0	0	13	25	8210	8222	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000293_1:8210-8222			8216	F	394
FcTHIC	JAACPG010000302_1	100	13	0	0	16	28	8771	8783	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000302_1:8771-8783			8777	F	395
PtSSSP	JAACPG010000452_1	100	13	0	0	2	14	1890	1902	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000452_1:1890-1902			1896	F	396
TpSSSP	JAACPG010000479_1	100	15	0	0	21	35	3892	3906	0.37	30.2	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000479_1:3892-3906			3899	F	397
TpSSSP	JAACPG010000494_1	94.118	17	1	0	1	17	2273	2257	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000494_1:2273-2257			2265	F	398
PtSSSP	JAACPG010000639_1	94.118	17	1	0	4	20	3796	3780	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000639_1:3796-3780			3788	F	399
FcSSSP	JAACPG010000664_1	100	14	0	0	20	33	6532	6519	1.4	28.2	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000664_1:6532-6519			6525.5	F	400
TpSSSP	JAACPG010000737_1	100	13	0	0	7	19	1685	1697	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000737_1:1685-1697			1691	F	401
FcSSSP	JAACPG010000744_1	100	13	0	0	14	26	3419	3431	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000744_1:3419-3431			3425	F	402
PtTHIC	JAACPG010000756_1	100	13	0	0	3	15	6781	6793	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000756_1:6781-6793			6787	F	403
PtTHIC	JAACPG010000764_1	100	15	0	0	16	30	3595	3581	0.35	30.2	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000764_1:3595-3581			3588	F	404
FcSSSP	JAACPG010000784_1	100	13	0	0	21	33	9100	9112	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000784_1:9100-9112			9106	F	405
TpTHI1	JAACPG010000787_1	100	13	0	0	12	24	8982	8994	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000787_1:8982-8994			8988	F	406
PmSSSP	JAACPG010000807_1	94.118	17	1	0	4	20	54	70	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000807_1:54-70			62	F	407
TpTHI1	JAACPG010000814_1	100	14	0	0	6	19	2216	2203	1.4	28.2	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000814_1:2216-2203			2209.5	F	408
TpSSSP	JAACPG010000844_1	100	13	0	0	18	30	3614	3602	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000844_1:3614-3602			3608	F	409
FcSSSP	JAACPG010000851_1	100	13	0	0	13	25	1285	1297	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000851_1:1285-1297			1291	F	410
PtSSSP	JAACPG010000859_1	100	13	0	0	9	21	317	305	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000859_1:317-305			311	F	411
FcSSSP	JAACPG010001113_1	100	13	0	0	17	29	464	452	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001113_1:464-452			458	F	412
TpTHI1	JAACPG010001151_1	100	13	0	0	11	23	3594	3606	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010001151_1:3594-3606			3600	F	413
TpTHI1	JAACPG010001157_1	100	14	0	0	3	16	1045	1032	1.4	28.2	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001157_1:1045-1032			1038.5	F	414
FcSSSP	JAACPG010001247_1	100	13	0	0	11	23	804	792	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001247_1:804-792			798	F	415
PtTHIC	JAACPG010001256_1	100	13	0	0	4	16	3586	3574	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001256_1:3586-3574			3580	F	416
FcSSSP	JAACPG010001407_1	100	13	0	0	11	23	1180	1192	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010001407_1:1180-1192			1186	F	417
FcSSSP	JAACPG010001431_1	100	13	0	0	14	26	4597	4609	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010001431_1:4597-4609			4603	F	418
PtTHIC	JAACPG010001438_1	100	13	0	0	21	33	1015	1003	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001438_1:1015-1003			1009	F	419
FcSSSP	JAACPG010001522_1	100	13	0	0	7	19	915	903	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001522_1:915-903			909	F	420
TpSSSP	JAACPG010001565_1	100	14	0	0	12	25	5797	5810	1.5	28.2	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010001565_1:5797-5810			5803.5	F	421
TpSSSP	JAACPG010001591_1	100	13	0	0	14	26	2725	2713	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001591_1:2725-2713			2719	F	422
FcTHIC	JAACPG010001594_1	100	14	0	0	15	28	865	852	1.5	28.2	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001594_1:865-852			858.5	F	423
PtTHIC	JAACPG010001606_1	100	13	0	0	6	18	5139	5151	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010001606_1:5139-5151			5145	F	424
TpSSSP	JAACPG010001630_1	100	15	0	0	3	17	3875	3889	0.37	30.2	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010001630_1:3875-3889			3882	F	425
FcSSSP	JAACPG010001641_1	100	13	0	0	11	23	4720	4732	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010001641_1:4720-4732			4726	F	426
PmSSSP	JAACPG010001734_1	100	13	0	0	1	13	566	554	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001734_1:566-554			560	F	427
PtTHIC	JAACPG010001767_1	94.118	17	1	0	19	35	3475	3459	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001767_1:3475-3459			3467	F	428
PtTHIC	JAACPG010001780_1	100	13	0	0	19	31	1257	1269	5.5	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010001780_1:1257-1269			1263	F	429
TpSSSP	JAACPG010001799_1	100	13	0	0	6	18	4114	4126	5.7	26.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010001799_1:4114-4126			4120	F	430
