QueryId	SubjectId	Identity(%)	Length	Mismatches	Gap_opens	Q_Start	Q_End	S_Start	S_End	Evalue	BitScore	Genome	Strand	Gene	G_Start	G_End	G_Strand	S_Center
THI4	CM000609_1	32.099	81	43	3	91	161	586156	586392	0.004	39.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_45243	585988	587784	+	586274
adk	CM000610_1	92.398	342	0	1	1	316	808785	807760	0	627	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_20093	807757	808926	-	808272.5
tenI	CM000611_1	29.915	117	64	5	87	185	543773	543423	3.95e-7	49.7	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_35691	543375	544385	-	543598
thi4	CM000611_1	47.222	36	19	0	27	62	787691	787798	0.016	36.6	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_20342	786641	788972	+	787744.5
TPK1	CM000612_1	30.108	279	123	10	6	266	151586	150912	4.64e-21	92.4	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_5423	150912	151589	-	151249
THTPA	CM000614_1	100	281	0	0	1	281	468608	469450	0	583	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_37234	468608	469453	+	469029
THI20	CM000615_1	35	240	133	7	24	244	210649	211356	3.66e-20	94.7	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_47293	210541	212283	+	211002.5
thiD	CM000615_1	33.803	284	142	8	19	259	210694	211536	1.7e-29	117	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_47293	210541	212283	+	211115
thiDN	CM000615_1	33.937	221	118	4	19	212	210697	211356	1.34e-28	119	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_47293	210541	212283	+	211026.5
thiDE	CM000615_1	37.156	218	110	6	337	529	210709	211356	1.78e-29	124	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_47293	210541	212283	+	211032.5
thiE	CM000615_1	40.099	202	105	6	15	204	211678	212271	6.99e-32	121	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_47293	210541	212283	+	211974.5
THI6	CM000615_1	35	60	38	1	38	96	211732	211911	0.025	37.4	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_47293	210541	212283	+	211821.5
thiC	CM000617_1	89.565	345	0	1	1	309	28878	29912	0	630	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_38085	28878	31246	+	29395
thiN	CM000617_1	35.417	48	26	2	86	133	86181	86053	0.7	30.4	Phaeodactylum_tricornutum_ASM15095v2	-	CM000617_1:86181-86053				86117
thiG	CM000619_1	31.481	54	29	2	94	147	179883	179746	1.6	30	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_48346	179157	180109	-	179814.5
PHO5_11_12	CM000621_1	31.579	57	39	0	153	209	536543	536713	0.78	32	Phaeodactylum_tricornutum_ASM15095v2	+	CM000621_1:536543-536713				536628
E2.5.1.2	CM000624_1	25	48	36	0	71	118	93002	93145	1.3	31.6	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_49379	90319	94594	-	93073.5
phoA	CM000625_1	33.333	48	32	0	118	165	388090	387947	0.027	37	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_49678	386790	389231	-	388018.5
ACP1	CM000626_1	35.714	42	26	1	47	88	46920	47042	0.58	30	Phaeodactylum_tricornutum_ASM15095v2	+	CM000626_1:46920-47042				46981
NTPCR	CM000629_1	50	24	12	0	1	24	176711	176782	0.044	33.9	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_3366	176609	177283	+	176746.5
thiK	CM000629_1	28.947	76	50	2	142	213	339898	339671	0.6	31.6	Phaeodactylum_tricornutum_ASM15095v2	-	CM000629_1:339898-339671				339784.5
rsgA	CM000633_1	55.172	29	11	2	135	163	51386	51466	0.35	32.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATRDRAFT_56468	51225	54070	-	51426
thiI	CM000638_1	36.735	49	27	1	264	312	992131	992265	0.89	32.3	Thalassiosira_pseudonana_ASM14940v2	+	CM000638_1:992131-992265				992198
thiM	CM000638_1	38.462	39	24	0	193	231	1269875	1269991	4.5	28.9	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_1339	1269354	1270171	-	1269933
phoA	CM000638_1	38.298	47	29	0	113	159	2125530	2125670	0.006	39.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_261067	2124729	2126793	+	2125600
ylmB	CM000638_1	26.829	164	102	4	45	195	2885500	2885024	8.17e-8	54.7	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_39315	2883799	2885996	-	2885262
iscS	CM000639_1	81.223	229	43	0	172	400	288199	288885	1.9e-171	367	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_240	287461	288888	+	288542
TPK1	CM000639_1	35	140	67	5	150	266	516026	515610	7.13e-15	74.3	Thalassiosira_pseudonana_ASM14940v2	-	CM000639_1:516026-515610				515818
thiF	CM000639_1	39.648	227	114	5	8	212	2517305	2516628	8.74e-38	140	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_261602	2515987	2517311	-	2516966.5
thi4	CM000640_1	59.375	32	13	0	31	62	773174	773269	0.001	40.8	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_21713	772838	774583	+	773221.5
THI4	CM000640_1	27.966	118	63	5	55	156	863249	862914	1.7	30.8	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_3397	861360	863378	-	863081.5
rsgA	CM000640_1	30.38	158	74	9	90	212	1304471	1304941	0.021	36.6	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_3582	1300062	1304769	+	1304706
tenA	CM000641_1	32	150	95	6	56	198	207846	208295	2.89e-12	65.9	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_4111	207951	208416	+	208070.5
thiH	CM000641_1	35.065	77	45	3	244	319	1025654	1025436	0.72	32	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_4439	1024579	1027941	-	1025545
E2.5.1.2	CM000641_1	35.135	37	24	0	298	334	1208914	1208804	0.98	32	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_33476	1208522	1210327	-	1208859
THTPA	CM000642_1	31.214	346	154	16	6	275	2151629	2150616	7.01e-31	121	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_5797	2150607	2151521	-	2151122.5
THI6	CM000643_1	37.705	61	36	2	38	96	1452356	1452174	0.003	40.4	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_262963	1451819	1452410	-	1452265
thiE	CM000643_1	41.919	198	104	7	15	202	1452410	1451820	2.36e-31	120	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_262963	1451819	1452410	-	1452115
thiDE	CM000643_1	34.025	241	107	6	349	539	1453514	1452798	4.01e-27	117	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_262964	1452563	1453607	-	1453156
thiD	CM000643_1	32.075	265	119	8	20	230	1453571	1452798	3.4e-24	101	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_262964	1452563	1453607	-	1453184.5
thiDN	CM000643_1	36.628	172	95	4	19	177	1453571	1453059	3.41e-23	103	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_262964	1452563	1453607	-	1453315
THI20	CM000643_1	32.707	266	124	9	40	256	1453571	1452792	1.01e-20	97.1	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_262964	1452563	1453607	-	1453181.5
thiN	CM000644_1	48	25	13	0	125	149	747500	747574	2.2	28.9	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_29183	746966	748786	+	747537
PHO5_11_12	CM000645_1	28.358	67	43	2	10	74	752578	752769	0.77	32.3	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_24018	750223	754917	+	752673.5
thiC	CM000645_1	76.277	274	64	1	23	296	817458	818276	0	440	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_41733	817326	819659	+	817867
thiO	CM000646_1	30.07	286	181	8	92	363	438350	439192	3.26e-31	125	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_263655	437921	439123	+	438771
NTPCR	CM000647_1	50	26	13	0	8	33	788784	788707	0.21	32	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_269633	785409	789444	-	788745.5
adk	CM000648_1	76.812	138	32	0	171	308	612540	612127	3.93e-59	204	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_9511	612115	613105	-	612333.5
thiK	CM000649_1	37.736	53	31	2	23	74	441680	441525	2.4	29.6	Thalassiosira_pseudonana_ASM14940v2	-	CM000649_1:441680-441525				441602.5
TH2	CM000650_1	30.296	406	227	10	72	438	545827	544661	4.17e-40	153	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_25019	544583	545929	-	545244
ACP1	CM000654_1	29.508	61	32	2	53	113	54292	54143	0.74	30	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_25816	53263	55981	-	54217.5
PHO	CP001142_1	30.769	78	39	3	375	452	23992	24180	6	29.3	Phaeodactylum_tricornutum_ASM15095v2	+	gene-PHATR_43792	23752	24236	+	24086
THI5	CP001142_1	26.07	257	167	9	10	257	1171949	1171221	2.08e-10	62	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATR_33535	1171026	1172099	-	1171585
THI5	CP001160_1	25.306	245	168	6	4	242	284506	285213	2.94e-12	67.8	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPS_6708	284428	285432	+	284859.5
dxs	CP001160_1	76.842	570	124	3	3	569	618500	620194	0	916	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPS_270312	618398	620968	+	619347
thiL	CP001160_1	29.73	74	50	2	68	139	780355	780134	2	30.4	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPS_35499	779912	784288	-	780244.5
dxs	DS999284_1	100	716	0	0	15	730	18121	15974	0	1446	Phaeodactylum_tricornutum_ASM15095v2	-	gene-PHATRDRAFT_bd1689	15762	18609	-	17047.5
tenI	DS999418_1	47.5	40	18	2	149	185	130623	130504	1.4	29.6	Thalassiosira_pseudonana_ASM14940v2	-	gene-THAPSDRAFT_42612	129890	131521	-	130563.5
thiG	DS999448_1	48.047	256	125	3	2	249	3559	4326	5.47e-70	233	Thalassiosira_pseudonana_ASM14940v2	+	gene-THAPSDRAFT_bd1620	3501	4541	+	3942.5
tenA	JAACPG010000059_1	40	35	21	0	46	80	7633	7529	0.51	30.8	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000059_1:7633-7529				7581
thiI	JAACPG010000065_1	27.778	72	50	1	406	477	7228	7437	0.004	39.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000065_1:7228-7437				7332.5
phoA	JAACPG010000089_1	32.075	53	36	0	113	165	5337	5495	0.006	38.9	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000089_1:5337-5495				5416
thiN	JAACPG010000244_1	32.075	53	31	2	81	133	2307	2450	0.98	29.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000244_1:2307-2450				2378.5
thiO	JAACPG010000261_1	23.715	253	167	10	123	354	15469	14726	1.1e-5	47	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000261_1:15469-14726				15097.5
THI4	JAACPG010000301_1	48.718	39	20	0	92	130	3155	3039	5.05e-4	41.6	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000301_1:3155-3039				3097
thiDN	JAACPG010000413_1	39.13	184	97	3	4	177	659	1195	5.93e-24	104	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000413_1:659-1195				927
THI20	JAACPG010000413_1	35.119	168	102	3	39	202	701	1195	2.53e-17	85.1	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000413_1:701-1195				948
thiD	JAACPG010000413_1	34.359	195	115	4	20	202	704	1285	1.09e-24	102	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000413_1:704-1285				994.5
thiDE	JAACPG010000413_1	34.375	192	113	5	337	517	716	1285	1.45e-22	102	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000413_1:716-1285				1000.5
thiE	JAACPG010000413_1	37.313	201	118	5	10	202	1772	2374	2.74e-31	119	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000413_1:1772-2374				2073
THI6	JAACPG010000413_1	28.025	157	100	5	38	189	1841	2287	5.94e-5	45.4	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000413_1:1841-2287				2064
TENA_E	JAACPG010000416_1	28.205	39	23	1	77	115	870	971	8.5	26.2	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000416_1:870-971				920.5
TPK1	JAACPG010000447_1	29.143	175	65	8	6	174	3189	2824	3.03e-9	56.6	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000447_1:3189-2824				3006.5
thiC	JAACPG010000494_1	87.43	358	41	1	262	619	3516	2455	0	632	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000494_1:3516-2455				2985.5
thiK	JAACPG010000657_1	27.907	43	31	0	45	87	3258	3386	4.5	28.1	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000657_1:3258-3386				3322
thiG	JAACPG010000694_1	35.294	51	31	2	202	251	782	633	0.8	30.4	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000694_1:782-633				707.5
thiL	JAACPG010000877_1	46.429	28	14	1	139	165	2737	2654	0.83	30.8	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000877_1:2737-2654				2695.5
NTPCR	JAACPG010000932_1	39.216	51	25	1	82	132	1939	2073	0.36	30.4	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010000932_1:1939-2073				2006
thi4	JAACPG010000979_1	48.649	37	19	0	25	61	2359	2249	0.004	38.1	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010000979_1:2359-2249				2304
dxs	JAACPG010001008_1	26.667	135	88	4	409	538	4163	4549	0.002	40.8	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010001008_1:4163-4549				4356
PHO	JAACPG010001113_1	29.231	65	45	1	175	238	2788	2594	4.7	29.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001113_1:2788-2594				2691
THTPA	JAACPG010001304_1	24.699	166	94	8	30	174	4765	4298	0.21	32.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010001304_1:4765-4298				4531.5
adk	JAACPG010001574_1	46.392	97	51	1	131	227	1682	1969	4.02e-18	84.3	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010001574_1:1682-1969				1825.5
thiF	JAACPG010002227_1	35.223	247	149	4	1	236	396	1136	1.09e-31	122	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010002227_1:396-1136				766
TH2	JAACPG010002261_1	57.692	26	11	0	245	270	1842	1765	0.38	32.7	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010002261_1:1842-1765				1803.5
iscS	JAACPG010002438_1	82.368	380	66	1	20	398	1541	2680	0	647	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010002438_1:1541-2680				2110.5
ACP1	JAACPG010002488_1	34.146	41	24	1	57	97	5797	5684	3	27.3	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010002488_1:5797-5684				5740.5
E2.5.1.2	JAACPG010002562_1	45.161	31	17	0	279	309	5682	5774	8	28.5	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010002562_1:5682-5774				5728
rsgA	JAACPG010002800_1	31.343	67	45	1	127	193	1696	1499	1.8	29.6	Bacillariophyta_sp_ASM1036717v1	-	JAACPG010002800_1:1696-1499				1597.5
tenI	JAACPG010002997_1	27.586	145	82	5	74	202	8664	9077	3.17e-5	43.5	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010002997_1:8664-9077				8870.5
ylmB	JAACPG010002998_1	27.922	154	101	5	17	162	5076	5531	4.73e-4	42	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010002998_1:5076-5531				5303.5
THI5	JAACPG010003195_1	25	300	186	7	4	286	7119	7952	3.22e-13	70.1	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010003195_1:7119-7952				7535.5
thiM	JAACPG010003270_1	37.5	48	29	1	119	165	14515	14658	0.031	35	Bacillariophyta_sp_ASM1036717v1	+	JAACPG010003270_1:14515-14658				14586.5
thi4	JAACSZ010000156_1	48.649	37	19	0	25	61	7551	7441	0.008	38.1	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010000156_1:7551-7441				7496
PHO	JAACSZ010000182_1	46.154	39	19	1	43	81	12932	13042	0.25	34.3	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010000182_1:12932-13042				12987
PHO5_11_12	JAACSZ010000182_1	41.463	41	22	1	43	83	12932	13048	0.66	32.7	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010000182_1:12932-13048				12990
thiN	JAACSZ010000301_1	28.767	73	41	1	32	93	2817	3035	1.7	29.6	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010000301_1:2817-3035				2926
ylmB	JAACSZ010000324_1	27.922	154	101	5	17	162	5080	5535	8.53e-4	42	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010000324_1:5080-5535				5307.5
phoA	JAACSZ010000378_1	33.962	53	35	0	113	165	3409	3251	0.003	40.8	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010000378_1:3409-3251				3330
TPK1	JAACSZ010000501_1	29.143	175	65	8	6	174	7808	7443	5.96e-9	56.6	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010000501_1:7808-7443				7625.5
iscS	JAACSZ010000621_1	82.368	380	66	1	20	398	2805	3944	0	647	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010000621_1:2805-3944				3374.5
THI5	JAACSZ010000764_1	35	40	20	2	122	158	15497	15607	1.3	31.2	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010000764_1:15497-15607				15552
rsgA	JAACSZ010000863_1	36.937	111	60	4	139	247	15457	15149	3.67e-8	55.1	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010000863_1:15457-15149				15303
NTPCR	JAACSZ010001035_1	39.216	51	25	1	82	132	2598	2732	0.66	30.4	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001035_1:2598-2732				2665
THI4	JAACSZ010001165_1	48.718	39	20	0	92	130	7116	7000	0.001	41.6	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010001165_1:7116-7000				7058
thiH	JAACSZ010001290_1	35	40	26	0	140	179	4802	4921	2.2	30.8	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001290_1:4802-4921				4861.5
thiC	JAACSZ010001335_1	87.43	358	41	1	262	619	6209	5148	0	632	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010001335_1:6209-5148				5678.5
thiL	JAACSZ010001356_1	46.429	28	14	1	139	165	49695	49612	1.6	30.8	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010001356_1:49695-49612				49653.5
tenA	JAACSZ010001362_1	40	35	21	0	46	80	25448	25552	0.94	30.8	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001362_1:25448-25552				25500
tenI	JAACSZ010001372_1	27.586	145	82	5	74	202	16858	17271	6.83e-5	43.1	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001372_1:16858-17271				17064.5
thiK	JAACSZ010001376_1	27.907	43	31	0	45	87	35122	34994	8.3	28.1	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010001376_1:35122-34994				35058
thiO	JAACSZ010001385_1	29.213	356	208	10	45	363	12101	13147	7.27e-33	130	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001385_1:12101-13147				12624
thiF	JAACSZ010001403_1	37.956	274	133	7	8	246	89692	90507	4.4e-35	132	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001403_1:89692-90507				90099.5
thiM	JAACSZ010001412_1	37.5	48	29	1	119	165	29144	29287	0.056	35	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001412_1:29144-29287				29215.5
ACP1	JAACSZ010001477_1	30.769	65	37	2	91	151	372	554	4.2	27.7	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001477_1:372-554				463
dxs	JAACSZ010001495_1	81.818	704	99	2	51	726	12622	10514	0	1210	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010001495_1:12622-10514				11568
E2.5.1.2	JAACSZ010001657_1	26.374	91	64	1	58	145	4790	4518	0.53	33.1	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010001657_1:4790-4518				4654
THTPA	JAACSZ010001744_1	32.246	276	144	11	41	275	13318	12497	8.31e-34	130	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010001744_1:13318-12497				12907.5
thiDN	JAACSZ010001753_1	39.13	184	97	3	4	177	2633	3169	1.16e-23	104	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001753_1:2633-3169				2901
THI20	JAACSZ010001753_1	35.119	168	102	3	39	202	2675	3169	4.96e-17	85.1	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001753_1:2675-3169				2922
thiD	JAACSZ010001753_1	34.359	195	115	4	20	202	2678	3259	2.04e-24	102	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001753_1:2678-3259				2968.5
thiDE	JAACSZ010001753_1	34.375	192	113	5	337	517	2690	3259	2.89e-22	102	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001753_1:2690-3259				2974.5
thiE	JAACSZ010001753_1	37.313	201	118	5	10	202	3746	4348	5.1e-31	119	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001753_1:3746-4348				4047
THI6	JAACSZ010001753_1	28.025	157	100	5	38	189	3815	4261	1.11e-4	45.4	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001753_1:3815-4261				4038
TH2	JAACSZ010001904_1	38.504	361	157	6	76	432	17264	18163	8.36e-57	202	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001904_1:17264-18163				17713.5
thiI	JAACSZ010001906_1	27.778	72	50	1	406	477	11395	11604	0.008	39.3	Bacillariophyta_sp_ASM1036716v1	+	JAACSZ010001906_1:11395-11604				11499.5
thiG	JAACSZ010001981_1	35.294	51	31	2	202	251	812	663	1.4	30.4	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010001981_1:812-663				737.5
adk	JAACSZ010002067_1	72.727	154	42	0	159	312	3490	3029	1.15e-69	234	Bacillariophyta_sp_ASM1036716v1	-	JAACSZ010002067_1:3490-3029				3259.5
thiN	JAAFKC010000099_1	25.333	150	75	5	37	153	7114	6677	0.8	30.8	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010000099_1:7114-6677				6895.5
NTPCR	JAAFKC010000113_1	30.597	134	68	8	6	123	19544	19918	0.002	38.1	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010000113_1:19544-19918				19731
THTPA	JAAFKC010000189_1	36.749	283	152	9	8	275	8184	8996	3.1e-46	166	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010000189_1:8184-8996				8590
PHO	JAAFKC010000270_1	25	100	59	3	155	241	14413	14123	4.8	30	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010000270_1:14413-14123				14268
ACP1	JAAFKC010000340_1	33.333	78	40	4	25	97	12708	12496	0.041	33.9	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010000340_1:12708-12496				12602
tenA	JAAFKC010000670_1	39.286	28	17	0	104	131	790	873	1.3	30.4	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010000670_1:790-873				831.5
tenI	JAAFKC010000703_1	31.579	57	31	2	69	119	3329	3493	3.2	28.9	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010000703_1:3329-3493				3411
E2.5.1.2	JAAFKC010000744_1	46.429	28	15	0	379	406	9873	9790	6.2	29.6	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010000744_1:9873-9790				9831.5
thiL	JAAFKC010000803_1	27.66	47	34	0	48	94	8426	8566	3.9	29.6	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010000803_1:8426-8566				8496
TPK1	JAAFKC010000933_1	46.296	54	28	1	201	253	9993	9832	4.56e-5	44.7	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010000933_1:9993-9832				9912.5
thiM	JAAFKC010000951_1	23.585	106	59	4	115	220	8870	8619	1.7	30.4	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010000951_1:8870-8619				8744.5
phoA	JAAFKC010001127_1	35.714	28	18	0	209	236	3173	3090	3.6	30.8	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010001127_1:3173-3090				3131.5
thiF	JAAFKC010001210_1	41.975	243	133	6	8	244	3261	2539	6.09e-43	155	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010001210_1:3261-2539				2900
thi4	JAAFKC010001250_1	28.947	114	60	4	31	144	616	894	0.011	37.7	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010001250_1:616-894				755
adk	JAAFKC010001296_1	39.556	225	112	4	106	307	4072	3401	4.38e-43	158	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010001296_1:4072-3401				3736.5
thiH	JAAFKC010001559_1	48	25	13	0	308	332	1110	1184	3.4	30	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010001559_1:1110-1184				1147
thiO	JAAFKC010001595_1	28.421	285	169	8	92	347	1365	529	9.23e-24	103	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010001595_1:1365-529				947
PHO5_11_12	JAAFKC010001606_1	30.864	81	40	3	193	261	1234	1464	0.35	33.9	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010001606_1:1234-1464				1349
thiC	JAAFKC010001670_1	75.867	663	101	4	11	619	4506	2533	0	1004	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010001670_1:4506-2533				3519.5
thiK	JAAFKC010002135_1	23.853	109	70	4	98	200	2961	3266	0.27	33.1	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010002135_1:2961-3266				3113.5
THI4	JAAFKC010002248_1	41.071	56	33	0	75	130	635	802	1.02e-4	44.7	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010002248_1:635-802				718.5
dxs	JAAFKC010002472_1	87.923	679	81	1	52	730	1146	3179	0	1251	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010002472_1:1146-3179				2162.5
rsgA	JAAFKC010003736_1	55.172	29	11	2	135	163	665	585	0.33	33.1	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010003736_1:665-585				625
ylmB	JAAFKC010003840_1	29.134	127	81	3	75	193	540	917	8.34e-6	48.5	Bacillariophyta_sp_ASM1329908v1	+	JAAFKC010003840_1:540-917				728.5
iscS	JAAFKC010003848_1	78	400	86	2	1	398	3245	2046	0	639	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010003848_1:3245-2046				2645.5
THI6	JAAFKC010004228_1	32.877	73	44	2	27	96	1588	1376	0.051	36.6	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010004228_1:1588-1376				1482
thiE	JAAFKC010004228_1	38.421	190	103	5	15	190	1627	1058	4.69e-29	114	Bacillariophyta_sp_ASM1329908v1	-	JAAFKC010004228_1:1627-1058				1342.5
